Author,Year,Title,Journal,Keywords,JEL.Codes,Date.Created,Article.Link
Nikolaos Antonakakis,2012,Business cycle synchronization during US recessions since the beginning of the 1870s,Economics Letters ,Dynamic conditional correlation; Business cycles synchronization; Recession; Globalization;,E3; E32; F4; F41; N10,2012-10-11,https://econpapers.repec.org/article/eeeecolet/v_3a117_3ay_3a2012_3ai_3a2_3ap_3a467-472.htm
"Rabah Arezki, Kaddour Hadri, Eiji Kurozumi and Yao Rao",2012,Testing the Prebish–Singer hypothesis using second-generation panel data stationarity tests with a break,Economics Letters ,Panel data; Stationarity tests; Cross-sectional dependence; Prebish–Singer hypothesis; Structural break;,C12; C33; N50; O13; Q32,2012-12-04,https://econpapers.repec.org/article/eeeecolet/v_3a117_3ay_3a2012_3ai_3a3_3ap_3a814-816.htm
John Duca and Anthony Murphy,2013,Would a Bagehot style corporate bond backstop have helped counter the Great Recession?,Economics Letters ,Corporate bond spread; Lender of last resort; Financial frictions; Great Recession;,E44; E50; N12,2013-06-07,https://econpapers.repec.org/article/eeeecolet/v_3a119_3ay_3a2013_3ai_3a3_3ap_3a351-353.htm
"Rodney Andrews, Marcus Casey, Bradley L. Hardy and Trevon Logan",2017,Location matters: Historical racial segregation and intergenerational mobility,Economics Letters ,Intergenerational economic mobility; Historical racial segregation; Economic history;,I3; J1; J15; J62; J68; N3,2017-09-05,https://econpapers.repec.org/article/eeeecolet/v_3a158_3ay_3a2017_3ai_3ac_3ap_3a67-72.htm
Per Fredriksson and Satyendra Gupta,2018,The neolithic revolution and contemporary sex ratios,Economics Letters ,Agricultural transition; Neolithic revolution; Plough; Sex ratio; Gender bias; Historical persistence;,J10; N50; Z10,2019-01-03,https://econpapers.repec.org/article/eeeecolet/v_3a173_3ay_3a2018_3ai_3ac_3ap_3a19-22.htm
Bruno Ćorić,2019,Variations in output volatility: Evidence from international historical data,Economics Letters ,Output volatility ; Structural changes ; Historical analysis,E3; N10,2022-03-30,https://econpapers.repec.org/article/eeeecolet/v_3a178_3ay_3a2019_3ai_3ac_3ap_3a102-105.htm
Zhimin Li and Dmitri Koustas,2019,The long-run effects of government spending on structural change: Evidence from Second World War defense contracts,Economics Letters ,Second World War; Structural change; Place-based policy;,J20; N92; O40; R11,2019-04-30,https://econpapers.repec.org/article/eeeecolet/v_3a178_3ay_3a2019_3ai_3ac_3ap_3a66-69.htm
Yangyang Ji and Wei Xiao,2019,Was the New Deal expansionary?,Economics Letters ,New deal; Sticky wages; Zero lower bound;,E32; E52; E62; N12,2020-01-23,https://econpapers.repec.org/article/eeeecolet/v_3a184_3ay_3a2019_3ai_3ac_3as016517651930312x.htm
Mark Taylor,2021,"Peers, Buccaneers and Downton Abbey: An economic analysis of 19th century British aristocratic marriages",Economics Letters ,Aristocracy; Agricultural depression; Wheat prices; Marriage; Assortative matching;,D10; J10; J12; N00; N53,2021-07-17,https://econpapers.repec.org/article/eeeecolet/v_3a205_3ay_3a2021_3ai_3ac_3as016517652100207x.htm
"Marco Haan, Pim Heijnen, Lambert Schoonbeek and Linda A. Toolsema",2012,Sound taxation? On the use of self-declared value,European Economic Review ,Signaling; Taxation;,C72; H21; N7,2012-09-24,https://econpapers.repec.org/article/eeeeecrev/v_3a56_3ay_3a2012_3ai_3a2_3ap_3a205-215.htm
"Matteo Cervellati, Piergiuseppe Fortunato and Uwe Sunde",2014,Violence during democratization and the quality of democratic institutions,European Economic Review ,Democratization; Civil conflict; Violent democratization; Civil liberties;,H10; N10; O20,2014-02-26,https://econpapers.repec.org/article/eeeeecrev/v_3a66_3ay_3a2014_3ai_3ac_3ap_3a226-247.htm
Laura Puzzello and Pedro Gomis-Porqueras,2018,Winners and losers from the €uro,European Economic Review ,Monetary union; Synthetic control method; Per capita income; Euro;,C21; C23; E65; F33; N14,2018-09-30,https://econpapers.repec.org/article/eeeeecrev/v_3a108_3ay_3a2018_3ai_3ac_3ap_3a129-152.htm
David de la Croix and Faustine Perrin,2018,How far can economic incentives explain the French fertility and education transition?,European Economic Review ,Quality-quantity tradeoff; Education; Gender gap; Demographic transition; France; Family macroeconomics;,J13; N33; O11,2018-09-30,https://econpapers.repec.org/article/eeeeecrev/v_3a108_3ay_3a2018_3ai_3ac_3ap_3a221-245.htm
Pierluigi Conzo and Francesco Salustri,2019,A war is forever: The long-run effects of early exposure to World War II on trust,European Economic Review ,Trust; World War II; Childhood experiences; Conflict; Social preferences;,A13; D74; J13; N44; O15; O17,2020-01-25,https://econpapers.repec.org/article/eeeeecrev/v_3a120_3ay_3a2019_3ai_3ac_3as0014292119301655.htm
Boris Gershman,2020,Witchcraft beliefs as a cultural legacy of the Atlantic slave trade: Evidence from two continents,European Economic Review ,Culture; Persistence; Slave trade; Slavery; Superstition; Witchcraft;,J15; N56; N57; O10; Z10; Z12; Z13,2020-05-07,https://econpapers.repec.org/article/eeeeecrev/v_3a122_3ay_3a2020_3ai_3ac_3as0014292119302235.htm
Liang Bai and Lingwei Wu,2020,Political movement and trust formation: Evidence from the Cultural Revolution (1966–76),European Economic Review ,Political movement; Conflict; Trust; Social capital;,N45; O10; P26,2020-05-07,https://econpapers.repec.org/article/eeeeecrev/v_3a122_3ay_3a2020_3ai_3ac_3as0014292119301916.htm
"Nauro Campos, Vera Eichenauer and Jan-Egbert Sturm",2020,"Close encounters of the European kind: Economic integration, sectoral heterogeneity and structural reforms",European Economic Review ,European integration; Structural reforms; Single market; Euro; Sectoral heterogeneity;,F4; N1; N4,2020-10-20,https://econpapers.repec.org/article/eeeeecrev/v_3a129_3ay_3a2020_3ai_3ac_3as0014292120301422.htm
"Sara Horrell, Jane Humphries and Jacob Weisdorf",2020,"Malthus's missing women and children: demography and wages in historical perspective, England 1280-1850",European Economic Review ,Demography; Work and pay; Britain; Long-run;,N33,2020-10-20,https://econpapers.repec.org/article/eeeeecrev/v_3a129_3ay_3a2020_3ai_3ac_3as0014292120301653.htm
"Murat Iyigun, Jared Rubin and Avner Seror",2021,A theory of cultural revivals,European Economic Review ,Institutions; Cultural beliefs; Cultural transmission; Institutional change;,D02; N40; N70; O33; O38; O43; Z10,2021-05-20,https://econpapers.repec.org/article/eeeeecrev/v_3a135_3ay_3a2021_3ai_3ac_3as0014292121000878.htm
"Lars Boerner, Jared Rubin and Battista Severgnini",2021,"A time to print, a time to reform",European Economic Review ,Mechanical clock; Printing press; Technology; Reformation; Human capital; Instrumental variables;,N33; N73; O33; O34; P48; Z12,2021-09-15,https://econpapers.repec.org/article/eeeeecrev/v_3a138_3ay_3a2021_3ai_3ac_3as0014292121001641.htm
"Gautam Bose, Tarun Jain and Sarah Walker",2022,Women’s labor force participation and household technology adoption,European Economic Review ,Household technology; Women’s labor force participation; Domestic labor; Twentieth-century United States;,J22; N32; O33,2022-07-13,https://econpapers.repec.org/article/eeeeecrev/v_3a147_3ay_3a2022_3ai_3ac_3as0014292122001027.htm
Lee Ohanian and Mark Wright,2010,Capital Flows and Macroeconomic Performance: Lessons from the Golden Era of International Finance,American Economic Review ,,E23; F21; F32; N10; N20; Y90,2013-01-08,https://econpapers.repec.org/article/aeaaecrev/v_3a100_3ay_3a2010_3ai_3a2_3ap_3a68-72.htm
Marcella Alsan,2015,The Effect of the TseTse Fly on African Development,American Economic Review ,,I12; N57; O13; O17; Q12; Q16; Q18,2015-01-06,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a1_3ap_3a382-410.htm
Lee Ohanian,2001,Why Did Productivity Fall So Much during the Great Depression?,American Economic Review ,,D23; D74; E32; N12; N44; O47; P14,2013-01-11,https://econpapers.repec.org/article/aeaaecrev/v_3a91_3ay_3a2001_3ai_3a2_3ap_3a34-38.htm
Lee Ohanian,2017,"The Great Recession in the Shadow of the Great Depression: A Review Essay on Hall of Mirrors: The Great Depression, the Great Recession, and the Uses and Misuses of History, by Barry Eichengreen",Journal of Economic Literature ,,E32; E52; E62; F44; G01; N12; N22,2018-06-15,https://econpapers.repec.org/article/aeajeclit/v_3a55_3ay_3a2017_3ai_3a4_3ap_3a1583-1601.htm
Matthew Jaremski and Brady Plastaras,2016,"The competition and coexistence of mutual and commercial banks in New England, 1870–1914",Cliometrica,Mutual savings banks Bank stability National Banking Era Bank competition,G21; G32; N21,2016-06-03,https://econpapers.repec.org/article/afccliome/v_3a10_3ay_3a2016_3ai_3a2_3ap_3a151-179.htm
Matthew Jaremski,2024,Bank risk and stockholding (1910-1934),Cliometrica,Commercial banking · Stockholding · Financial stability · Financial development · Great depression,G21; G3; N22,2024-02-16,https://econpapers.repec.org/article/afccliome/v_3a18_3ay_3a2024_3ai_3a1_3ap_3a221-249.htm
Caroline Fohlin and Matthew Jaremski,2020,"U.S. banking concentration, 1820–2019",Economics Letters ,Bank concentration; Too big to fail;,E44; G20; N11,2020-04-23,https://econpapers.repec.org/article/eeeecolet/v_3a190_3ay_3a2020_3ai_3ac_3as0165176520300926.htm
Nathan Foley-Fisher and Eoin McLaughlin,2016,"Sovereign debt guarantees and default: Lessons from the UK and Ireland, 1920–1938",European Economic Review ,Irish land bonds; Dublin Stock Exchange; Sovereign default; Debt guarantees;,G15; N23; N24,2016-07-12,https://econpapers.repec.org/article/eeeeecrev/v_3a87_3ay_3a2016_3ai_3ac_3ap_3a272-286.htm
Dozie Okoye,2021,"Things fall apart? Missions, institutions, and interpersonal trust",Journal of Development Economics ,Trust; Culture; Institutions; Missions; Colonization; Indirect Rule; Africa;,N30; N37; N47; O15; Z12; Z13,2020-12-23,https://econpapers.repec.org/article/eeedeveco/v_3a148_3ay_3a2021_3ai_3ac_3as0304387820301437.htm
Paolo Roberti,2019,State capacity and repression: A model of colonial rule,European Economic Review ,State capacity; Repression; Colonial rule; Ethnic fragmentation;,H10; N40; O10,2019-03-29,https://econpapers.repec.org/article/eeeeecrev/v_3a113_3ay_3a2019_3ai_3ac_3ap_3a247-264.htm
Matthew Jaremski,2020,Today’s economic history and tomorrow’s scholars,Cliometrica,"Economics, Economic history, Graduate curriculum, Scholarly identity",A23; N01,2020-01-10,https://econpapers.repec.org/article/sprcliomt/v_3a14_3ay_3a2020_3ai_3a1_3ad_3a10.1007_5fs11698-019-00188-9.htm
Matthew Jaremski,2024,Bank risk and stockholding (1910−1934),Cliometrica,"Commercial banking, Stockholding, Financial stability, Financial development, Great depression",G21; G3; N22,2024-01-04,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a1_3ad_3a10.1007_5fs11698-022-00261-w.htm
Yang Cai and Jiong Zhu,2024,Cooperative culture and the birth of modern enterprises in China: Evidence from the signing of the Treaty of Shimonoseki,European Economic Review ,Enterprises; Culture; Cooperation; Deregulation; The Treaty of Shimonoseki;,M13; N40; N50; O13; Z10,2024-04-02,https://econpapers.repec.org/article/eeeeecrev/v_3a163_3ay_3a2024_3ai_3ac_3as0014292124000266.htm
Florin Bilbiie and Roland Straub,2013,"Asset Market Participation, Monetary Policy Rules, and the Great Inflation",The Review of Economics and Statistics ,"asset market participation, monetary policy rules, U.S. macroeconomic performance, Great Inflation, Great Moderation",E31; E32; E44; E52; E58; E65; N12; N22,2013-06-07,https://econpapers.repec.org/article/tprrestat/v_3a95_3ay_3a2013_3ai_3a2_3ap_3a377-392.htm
Remi Jedwab and Alexander Moradi,2016,The Permanent Effects of Transportation Revolutions in Poor Countries: Evidence from Africa,The Review of Economics and Statistics ,"Transportation, Railroads, Development, Cities, Path Dependence, Roads",N97; O1; O18; O3; R1; R4,2016-10-05,https://econpapers.repec.org/article/tprrestat/v_3a98_3ay_3a2016_3ai_3a2_3ap_3a268-284.htm
"Jon Danielsson, Marcela Valenzuela and Ilknur Zer",2023,The Impact of Risk Cycles on Business Cycles: A Historical View,The Review of Financial Studies ,,F30; F44; G15; G18; N10; N20,2023-08-10,https://econpapers.repec.org/article/ouprfinst/v_3a36_3ay_3a2023_3ai_3a7_3ap_3a2922-2961..htm
"Jean-Pascal Bassino, Marion Dovis and John Komlos",2018,Biological well-being in late nineteenth-century Philippines,Cliometrica,"Height, Biological standard of living, Human capital, Tropical diseases, Truncated regression, Philippines",I10; N35; N95,2018-01-18,https://econpapers.repec.org/article/sprcliomt/v_3a12_3ay_3a2018_3ai_3a1_3ad_3a10.1007_5fs11698-016-0147-4.htm
David Jacks,2019,From boom to bust: a typology of real commodity prices in the long run,Cliometrica,"Booms and busts, Real commodity prices, Trend-cycle decomposition",N5; Q21; Q31; Q41,2019-04-17,https://econpapers.repec.org/article/sprcliomt/v_3a13_3ay_3a2019_3ai_3a2_3ad_3a10.1007_5fs11698-018-0173-5.htm
"David Jacks, Se Yan and Liuyan Zhao",2017,"Silver points, silver flows, and the measure of Chinese financial integration",Journal of International Economics ,China; Financial market integration; Silver points; Silver standard;,E42; F15; N25,2017-11-07,https://econpapers.repec.org/article/eeeinecon/v_3a108_3ay_3a2017_3ai_3ac_3ap_3a377-386.htm
David Jacks and Dennis Novy,2018,Market Potential and Global Growth over the Long Twentieth Century,Journal of International Economics ,Economic geography; Market potential; Structural gravity; Trade costs;,F1; N7,2018-10-02,https://econpapers.repec.org/article/eeeinecon/v_3a114_3ay_3a2018_3ai_3ac_3ap_3a221-237.htm
"Eleonora Alabrese, Sascha Becker, Thiemo Fetzer and Dennis Novy",2019,Who voted for Brexit? Individual and regional data combined,European Journal of Political Economy ,Aggregation; Ecological fallacy; European Union; Populism; Referendum; UK;,D72; I10; N44; R20; Z13,2019-02-17,https://econpapers.repec.org/article/eeepoleco/v_3a56_3ay_3a2019_3ai_3ac_3ap_3a132-150.htm
"Zareh Asatryan, César Castellón and Thomas Stratmann",2018,Balanced budget rules and fiscal outcomes: Evidence from historical constitutions,Journal of Public Economics ,Economic effects of constitutions; Fiscal rules; Historical public finances; Sovereign debt crises;,H60; K10; N40,2019-01-04,https://econpapers.repec.org/article/eeepubeco/v_3a167_3ay_3a2018_3ai_3ac_3ap_3a105-119.htm
Sascha Becker and Ludger Woessmann,2013,Not the Opium of the People: Income and Secularization in a Panel of Prussian Counties,American Economic Review ,,E23; N13; N33; N93; Z12,2013-05-21,https://econpapers.repec.org/article/aeaaecrev/v_3a103_3ay_3a2013_3ai_3a3_3ap_3a539-44.htm
"Dan Black, Seth G. Sanders, Evan Taylor and Lowell Taylor",2015,The Impact of the Great Migration on Mortality of African Americans: Evidence from the Deep South,American Economic Review ,,I12; J15; N31; N32; N91; N92; R23,2015-02-04,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a2_3ap_3a477-503.htm
"Carmen Reinhart, Vincent Reinhart and Christoph Trebesch",2016,"Global Cycles: Capital Flows, Commodities, and Sovereign Defaults, 1815-2015",American Economic Review ,,E32; F21; F32; F44; N20; Q02,2018-06-15,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a5_3ap_3a574-80.htm
"Yi Chen, Ziying Fan, Xiaomin Gu and Li-An Zhou",2020,Arrival of Young Talent: The Send-Down Movement and Rural Education in China,American Economic Review ,,I21; J13; J24; N35; O15; P36; R23,2020-10-29,https://econpapers.repec.org/article/aeaaecrev/v_3a110_3ay_3a2020_3ai_3a11_3ap_3a3393-3430.htm
"Robert C. Allen, Mattia C. Bertazzini and Leander Heldring",2023,The Economic Origins of Government,American Economic Review ,,D72; H11; H41; N45; N55; Q15,2023-09-28,https://econpapers.repec.org/article/aeaaecrev/v_3a113_3ay_3a2023_3ai_3a10_3ap_3a2507-45.htm
"Enrico Spolaore, Alberto Alesina and Romain Wacziarg",2000,Economic Integration and Political Disintegration,American Economic Review ,,F02; F15; F41; N40,2013-01-11,https://econpapers.repec.org/article/aeaaecrev/v_3a90_3ay_3a2000_3ai_3a5_3ap_3a1276-1296.htm
Jack Hirshleifer,2001,Appeasement: Can It Work?,American Economic Review ,,D74; N44,2013-01-11,https://econpapers.repec.org/article/aeaaecrev/v_3a91_3ay_3a2001_3ai_3a2_3ap_3a342-346.htm
"David Jacks, Christopher Meissner and Dennis Novy",2008,"Trade Costs, 1870-2000",American Economic Review ,,F14; N10; N70,2013-01-08,https://econpapers.repec.org/article/aeaaecrev/v_3a98_3ay_3a2008_3ai_3a2_3ap_3a529-34.htm
"Loren Brandt, Debin Ma and Thomas Rawski",2014,From Divergence to Convergence: Reevaluating the History behind China's Economic Boom,Journal of Economic Literature ,,N15; N45; O11; O47; P21; P24; P26,2014-03-13,https://econpapers.repec.org/article/aeajeclit/v_3a52_3ay_3a2014_3ai_3a1_3ap_3a45-123.htm
"Remi Jedwab, Noel D. Johnson and Mark Koyama",2022,The Economic Impact of the Black Death,Journal of Economic Literature ,,I12; I14; I30; J10; N13; N30; N43,2022-03-08,https://econpapers.repec.org/article/aeajeclit/v_3a60_3ay_3a2022_3ai_3a1_3ap_3a132-78.htm
