publication.year,source.title,eh,n_articles,ave_authors,sd_authors,tot_cite,ave_cite,sd_cite,M_cit,keywords,top1keyword,top2keyword,top3keyword,n_keywords,keyword_entropy,funders,top1funder,top2funder,top3funder,n_funding,n_econometric_margo,n_econometric_other,country,continent,new_keywords
2001,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Sri Lanka,Asia,0
2005,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,State of Palestine,Asia,0
2007,ECONOMIC HISTORY REVIEW,1,1,1,NA,1,1,NA,1,,None,None,None,0,-0,,None,None,None,0,0,0,State of Palestine,Asia,0
2007,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,1,State of Palestine,Asia,0
2012,HISTORICAL METHODS,1,1,1,NA,2,2,NA,2,CONFLICT ZONES,CONFLICT ZONES,None,None,1,-0,,None,None,None,0,0,0,State of Palestine,Asia,1
2019,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Sudan,Africa,0
2013,HISTORICAL METHODS,1,1,1,NA,0,0,NA,0,SLAVE FAMILY,SLAVE FAMILY,None,None,1,-0,,None,None,None,0,0,1,Suriname,S. America,1
2019,HISTORICAL METHODS,1,1,1,NA,4,4,NA,4,CITIZEN SCIENCE,CITIZEN SCIENCE,None,None,1,-0,,None,None,None,0,0,1,Suriname,S. America,1
1999,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,11,11,NA,11,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,1
2000,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,3,1,0,50,16.666666666666668,11.015141094572204,24,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2000,HISTORICAL METHODS,1,1,3,NA,4,4,NA,4,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2001,ECONOMIC HISTORY REVIEW,1,2,1,0,0,0,0,0,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2002,ECONOMIC HISTORY REVIEW,1,2,2,1.4142135623730951,19,9.5,13.435028842544403,19,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2002,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,2,NA,1,1,NA,1,,None,None,None,0,-0,,None,None,None,0,0,1,Sweden,Europe,0
2002,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,5,5,NA,5,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2003,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2003,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,4,1.5,0.5773502691896257,59,14.75,6.238322424070967,21,,None,None,None,0,-0,,None,None,None,0,1,2,Sweden,Europe,0
2003,SOCIAL SCIENCE HISTORY,1,1,1,NA,3,3,NA,3,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2004,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,3,1.3333333333333333,0.5773502691896257,63,21,15.524174696260024,36,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2005,ECONOMIC HISTORY REVIEW,1,1,1,NA,34,34,NA,34,CRAFTS-HARLEY VIEW;  INDUSTRIAL-REVOLUTION;  GROWTH;  TRADE;  OUTPUT,GROWTH,INDUSTRIAL-REVOLUTION,OUTPUT,5,-0,,None,None,None,0,0,1,Sweden,Europe,1
2005,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,3,3,NA,3,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2006,ECONOMIC HISTORY REVIEW,1,3,1,0,15,5,8.660254037844387,15,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2006,EXPLORATIONS IN ECONOMIC HISTORY,1,2,1.5,0.7071067811865476,30,15,0,15,WORLD-WAR-I;  IMPOVERISHED SOPHISTICATE;  ECONOMIC-GROWTH;  19TH-CENTURY;  STANDARD; BANKING;  SWEDEN;  WAR,19TH-CENTURY,ECONOMIC-GROWTH,IMPOVERISHED SOPHISTICATE,8,-0,,None,None,None,0,0,0,Sweden,Europe,3
2006,SOCIAL SCIENCE HISTORY,1,1,1,NA,21,21,NA,21,ECONOMIC-GROWTH;  EFFICIENCY;  RISK,EFFICIENCY,RISK,ECONOMIC-GROWTH,3,-0,,None,None,None,0,0,0,Sweden,Europe,0
2007,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,4,NA,134,134,NA,134,UNBALANCED GROWTH;  EFFICIENCY;  DEMAND,DEMAND,EFFICIENCY,UNBALANCED GROWTH,3,-0,,None,None,None,0,0,0,Sweden,Europe,1
2008,ECONOMIC HISTORY REVIEW,1,2,1,0,1,0.5,0.7071067811865476,1,ENVIRONMENTAL KUZNETS CURVE;  ECONOMIC-GROWTH;  SOILS;  CO2,CO2,ECONOMIC-GROWTH,SOILS,4,-0,,None,None,None,0,0,0,Sweden,Europe,3
2008,SOCIAL SCIENCE HISTORY,1,1,1,NA,5,5,NA,5,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2009,CLIOMETRICA,1,1,2,NA,41,41,NA,41,EDUCATION,EDUCATION,None,None,1,-0,,None,None,None,0,0,1,Sweden,Europe,0
2009,ECONOMIC HISTORY REVIEW,1,1,1,NA,3,3,NA,3,BRITISH-INDUSTRIES;  ECONOMY;  FEDERATION;  MONOPOLY;  POLICY;  COSTS;  ARMS,ARMS,COSTS,ECONOMY,7,-0,,None,None,None,0,0,0,Sweden,Europe,3
2009,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,1.5,0.7071067811865476,46,23,19.79898987322333,37,DEMOGRAPHIC RESPONSES;  NATURAL FERTILITY;  DECLINE;  POPULATION;  MODEL;  PARAMETERS;  MARRIAGE;  PRUSSIA;  EUROPE;  TIME,DECLINE,EUROPE,MARRIAGE,10,-0,,None,None,None,0,1,1,Sweden,Europe,2
2010,CLIOMETRICA,1,1,1,NA,11,11,NA,11,3RD-WORLD INCOMES;  GREAT DIVERGENCE;  ECONOMIC-GROWTH;  PRICES;  PRODUCTIVITY;  19TH-CENTURY;  EARNINGS;  BRITISH,19TH-CENTURY,BRITISH,EARNINGS,8,-0,,None,None,None,0,0,1,Sweden,Europe,1
2010,ECONOMIC HISTORY REVIEW,1,1,1,NA,7,7,NA,7,PERSONAL COMPUTERS;  PERSPECTIVE;  QUALITY,PERSPECTIVE,QUALITY,PERSONAL COMPUTERS,3,-0,,None,None,None,0,0,1,Sweden,Europe,2
2010,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,1.5,0.7071067811865476,45,22.5,26.16295090390226,41,REVOLUTION;  EFFICIENCY,EFFICIENCY,REVOLUTION,None,2,-0,,None,None,None,0,0,1,Sweden,Europe,0
2010,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,15,15,NA,15,PANEL-DATA;  MODEL;  REGRESSION,MODEL,REGRESSION,PANEL-DATA,3,-0,,None,None,None,0,1,1,Sweden,Europe,1
2010,HISTORICAL METHODS,1,1,2,NA,24,24,NA,24,EXCESS FEMALE MORTALITY;  SWEDEN,SWEDEN,EXCESS FEMALE MORTALITY,None,2,-0,,None,None,None,0,0,1,Sweden,Europe,0
2010,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2011,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2011,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,1.5,0.7071067811865476,16,8,5.656854249492381,12,INTER VIVOS;  INCENTIVES;  ESTATE; ELECTIONS;  BEHAVIOR;  RYE,BEHAVIOR,ESTATE,INCENTIVES,6,-0,,None,None,None,0,0,1,Sweden,Europe,2
2011,EXPLORATIONS IN ECONOMIC HISTORY,1,4,2,0.816496580927726,82,20.5,9.146948489341495,31,DYNAMIC-FACTOR MODEL;  LOCATION;  INDUSTRY;  BRITAIN;  TECHNOLOGIES;  CONVERGENCE;  GEOGRAPHY;  WAVELETS;  EXPLAINS;  SPAIN; EXCESS FEMALE MORTALITY;  INCOME INEQUALITY;  CHILD-MORTALITY;  SOCIAL-CLASS;  ENGLAND;  INFANT;  HEALTH;  EUROPE; INEQUALITIES;  ENGLAND; ECONOMIC-GROWTH;  INSTITUTIONAL CHANGE;  TRADE;  17TH-CENTURY;  OWNERSHIP;  DUTCH,ENGLAND,17TH-CENTURY,BRITAIN,26,-0,,None,None,None,0,0,3,Sweden,Europe,6
2012,ECONOMIC HISTORY REVIEW,1,6,1.5,0.8366600265340756,17,2.833333333333333,4.490731195102493,10,SOCIAL-MOBILITY;  RURAL SWEDEN;  19TH-CENTURY;  COMMUNITIES;  ENGLAND;  DEMAND;  EUROPE;  WAGES;  LABOR; RETIREMENT;  SWEDEN;  19TH-CENTURY;  EUROPE,19TH-CENTURY,EUROPE,COMMUNITIES,13,-0,,None,None,None,0,0,0,Sweden,Europe,2
2012,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,5,2,1,66,13.2,20.22869249358445,49,DECLINE;  GROWTH; REVOLUTION;  GOVERNMENT;  ENGLAND;  EUROPE; PRICES;  FERTILITY;  MORTALITY;  AGE; BID-ASK SPREAD;  EXPECTED RETURNS;  MARKET;  RISK;  TESTS,AGE,ENGLAND,EUROPE,15,-0,,None,None,None,0,0,2,Sweden,Europe,2
2012,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,4,4,NA,4,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2012,HISTORICAL METHODS,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2012,JOURNAL OF INTERDISCIPLINARY HISTORY,1,4,1,0,1,0.25,0.5,1,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2012,REVIEW OF ECONOMICS AND STATISTICS,0,1,2,NA,4,4,NA,4,SOCIAL VALUE;  STICKY;  SWEDEN;  MODEL,MODEL,STICKY,SWEDEN,4,-0,,None,None,None,0,0,0,Sweden,Europe,2
2013,CLIOMETRICA,1,2,1,0,23,11.5,10.606601717798213,19,LABOR-MARKET POLICIES;  INSIDER FORCES;  NORWEGIAN INDUSTRIES;  WORKING-TIME;  UNEMPLOYMENT;  PRICES;  1930S; WAGES,1930S,INSIDER FORCES,NORWEGIAN INDUSTRIES,8,-0,,None,None,None,0,0,2,Sweden,Europe,4
2013,ECONOMIC HISTORY REVIEW,1,1,1,NA,17,17,NA,17,ECONOMIC-GROWTH;  PRODUCT,PRODUCT,ECONOMIC-GROWTH,None,2,-0,,None,None,None,0,0,1,Sweden,Europe,0
2013,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,2.5,0.7071067811865476,33,16.5,13.435028842544403,26,GENDER; NATURAL FERTILITY;  MARITAL FERTILITY;  DECLINE;  POPULATION;  SWEDEN;  INEQUALITY;  EMERGENCE;  QUANTITY;  QUALITY;  TIME,DECLINE,EMERGENCE,INEQUALITY,11,-0,,None,None,None,0,0,1,Sweden,Europe,0
2013,HISTORICAL METHODS,1,1,5,NA,69,69,NA,69,INTERNATIONAL STANDARD CLASSIFICATION;  OCCUPATIONAL-STATUS;  STATUS ATTAINMENT;  DISTANCE;  REPRODUCTION;  NETHERLANDS,DISTANCE,NETHERLANDS,OCCUPATIONAL-STATUS,6,-0,,None,None,None,0,0,1,Sweden,Europe,3
2013,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,1,1,NA,1,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2014,CLIOMETRICA,1,1,2,NA,2,2,NA,2,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2014,ECONOMIC HISTORY REVIEW,1,2,2.5,2.1213203435596424,9,4.5,2.1213203435596424,6,GENERAL-PURPOSE TECHNOLOGY;  HISTORICAL-PERSPECTIVE;  ECONOMIC-GROWTH;  STEAM;  ELECTRICITY;  POWER; SEXUAL DIVISION;  DISCRIMINATION;  WOMEN;  PERFORMANCE;  EARNINGS;  WAGE,DISCRIMINATION,EARNINGS,ECONOMIC-GROWTH,12,-0,,None,None,None,0,0,0,Sweden,Europe,1
2014,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,2,NA,6,6,NA,6,SWEDISH INDUSTRY;  ECONOMIC-GROWTH;  POLLUTION;  TRANSITION;  REDUCTION;  EMISSIONS;  PULP,ECONOMIC-GROWTH,EMISSIONS,POLLUTION,7,-0,,None,None,None,0,0,0,Sweden,Europe,4
2014,EXPLORATIONS IN ECONOMIC HISTORY,1,1,3,NA,24,24,NA,24,ECONOMIC-GEOGRAPHY;  SERVANT MIGRATION;  SELF-SELECTION;  UNITED-STATES;  IMMIGRANTS;  EARNINGS;  EMIGRATION;  STANDARD;  GROWTH;  MODELS,EARNINGS,EMIGRATION,GROWTH,10,-0,,None,None,None,0,1,1,Sweden,Europe,1
2014,HISTORICAL METHODS,1,1,4,NA,18,18,NA,18,,None,None,None,0,-0,,None,None,None,0,0,1,Sweden,Europe,0
2014,SOCIAL SCIENCE HISTORY,1,1,3,NA,1,1,NA,1,MARITAL DISSOLUTION;  EMPLOYMENT;  DISRUPTION;  MARRIAGE;  CHILDREN;  GENDER;  RISK;  ALTERNATIVES;  NETHERLANDS;  FERTILITY,ALTERNATIVES,CHILDREN,DISRUPTION,10,-0,,None,None,None,0,0,1,Sweden,Europe,2
2015,CLIOMETRICA,1,1,1,NA,15,15,NA,15,INVERSE PROJECTION;  MALTHUS RIGHT;  MORTALITY;  SWEDEN;  FERTILITY;  ENGLAND;  ECONOMY;  HISTORY;  PRICES;  EUROPE,ECONOMY,ENGLAND,EUROPE,10,-0,,None,None,None,0,0,1,Sweden,Europe,2
2015,ECONOMIC HISTORY REVIEW,1,3,1.6666666666666667,0.5773502691896257,50,16.666666666666668,19.42506971244462,38,OLD-AGE INSURANCE;  SOCIAL-SECURITY;  HEALTH-INSURANCE;  ENDOWMENT;  AMERICAN;  POLICIES;  GROWTH; INTERNATIONAL-TRADE;  INCREASING RETURNS;  INCOME INEQUALITY;  ECONOMIC-GROWTH;  CONVERGENCE;  WORLD,AMERICAN,CONVERGENCE,ECONOMIC-GROWTH,13,-0,,None,None,None,0,0,1,Sweden,Europe,1
2015,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,3,1.3333333333333333,0.5773502691896257,26,8.666666666666666,5.507570547286102,14,LABOR-MARKET;  GOLDEN-AGE;  SOCIAL-DEMOCRACY;  CAPITALISM;  SWEDEN;  UNEMPLOYMENT;  PERFORMANCE;  CORPORATISM;  CONTINUITY;  DENMARK; GOVERNMENT; UNEMPLOYMENT;  MIGRATION;  SWEDEN;  MODEL,SWEDEN,CAPITALISM,CONTINUITY,15,-0,,None,None,None,0,1,1,Sweden,Europe,4
2015,EXPLORATIONS IN ECONOMIC HISTORY,1,1,4,NA,27,27,NA,27,,None,None,None,0,-0,,None,None,None,0,0,1,Sweden,Europe,0
2015,HISTORICAL METHODS,1,1,3,NA,3,3,NA,3,DRINKING-WATER;  CULTURAL LANDSCAPE;  LIFETIME EXPOSURE;  LAND-COVER;  GIS;  REPRESENTATION;  FRAMEWORK;  HEALTH;  CITIES,CITIES,CULTURAL LANDSCAPE,FRAMEWORK,9,-0,,None,None,None,0,0,1,Sweden,Europe,3
2015,REVIEW OF ECONOMICS AND STATISTICS,0,1,4,NA,114,114,NA,114,TEST-SCORES;  KINDERGARTEN ENTRANCE;  STUDENT PERFORMANCE;  SWEDISH ENLISTMENT;  AGE;  ABILITY;  ACHIEVEMENT;  ENTRY;  INTELLIGENCE;  OUTCOMES,ABILITY,ACHIEVEMENT,AGE,10,-0,,None,None,None,0,0,0,Sweden,Europe,5
2016,ECONOMIC HISTORY REVIEW,1,3,1.6666666666666667,0.5773502691896257,24,8,1,9,CHILD-MORTALITY;  MARITAL FERTILITY;  SOUTHERN SWEDEN;  SOCIAL-CLASS;  DECLINE;  DIFFERENTIALS;  INFANT;  POPULATION;  FRAMEWORK;  ENGLAND,DECLINE,DIFFERENTIALS,ENGLAND,10,-0,,None,None,None,0,1,1,Sweden,Europe,2
2016,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,3,1.3333333333333333,0.5773502691896257,23,7.666666666666667,6.027713773341708,14,SOVEREIGN DEBT;  PHILIP-II;  REVOLUTION;  INSTITUTIONS;  COMMITMENT;  ENGLAND;  BONDS; UNITED-STATES;  SOCIAL-CLASS;  CHILD-MORTALITY;  ENGLAND;  WALES;  DECLINE;  INFANT;  LIFE;  PRICES; MARKETS,ENGLAND,BONDS,CHILD-MORTALITY,17,-0,,None,None,None,0,0,1,Sweden,Europe,1
2016,EXPLORATIONS IN ECONOMIC HISTORY,1,1,3,NA,13,13,NA,13,BIASED TECHNOLOGICAL-CHANGE;  OCEAN FREIGHT RATES;  TECHNICAL CHANGE;  WAGE INEQUALITY;  PRODUCTIVITY CHANGE;  GREAT DIVERGENCE;  MERCHANT-MARINE;  UNITED-STATES;  TRADE COSTS;  19TH-CENTURY,19TH-CENTURY,GREAT DIVERGENCE,MERCHANT-MARINE,10,-0,,None,None,None,0,0,0,Sweden,Europe,3
2016,HISTORICAL METHODS,1,1,1,NA,0,0,NA,0,EXPECTANCY;  MORTALITY;  SWEDEN;  LIFE,LIFE,MORTALITY,SWEDEN,4,-0,,None,None,None,0,0,1,Sweden,Europe,1
2016,SOCIAL SCIENCE HISTORY,1,1,2,NA,9,9,NA,9,INCOME INEQUALITY;  SWEDEN;  POLITICS;  SIZE;  CONVERGENCE;  EQUALITY;  EARNINGS;  DECLINE;  RISE,CONVERGENCE,DECLINE,EARNINGS,9,-0,,None,None,None,0,0,0,Sweden,Europe,0
2017,CLIOMETRICA,1,2,1.5,0.7071067811865476,11,5.5,4.949747468305833,9,INTERNATIONAL MIGRATION;  SELF-SELECTION;  LABOR-MARKETS;  UNITED-STATES;  SUBSTITUTION;  CONSUMPTION;  IMMIGRANTS;  SERVITUDE;  EARNINGS;  INCOME; MALTHUS RIGHT;  POPULATION;  FERTILITY;  MORTALITY;  GROWTH;  PRICES;  WAGES;  STAGNATION;  ENGLAND;  HISTORY,CONSUMPTION,EARNINGS,ENGLAND,20,-0,,None,None,None,0,0,1,Sweden,Europe,1
2017,ECONOMIC HISTORY REVIEW,1,4,2,1.1547005383792515,16,4,3.1622776601683795,7,ECONOMIC-STRESS;  MORTALITY;  FERTILITY;  PRICES;  FLUCTUATIONS;  18TH;  AGE; FINANCIAL CRISIS;  CURRENCY;  GOLD;  CONTAGION;  BANKING;  MARKET,18TH,AGE,BANKING,13,-0,,None,None,None,0,0,1,Sweden,Europe,2
2017,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,17,17,NA,17,DEMOGRAPHIC-TRANSITION;  ECONOMIC-CHANGE;  TRADE-OFF;  DETERMINANTS;  MIGRATION;  DECLINE;  PRUSSIA;  SWEDEN;  IMPACT,DECLINE,DETERMINANTS,ECONOMIC-CHANGE,9,-0,,None,None,None,0,0,1,Sweden,Europe,1
2017,HISTORICAL METHODS,1,1,2,NA,11,11,NA,11,DEMOGRAPHIC-TRANSITION;  MARITAL FERTILITY;  NET FERTILITY;  DECLINE;  PROJECT,DECLINE,MARITAL FERTILITY,NET FERTILITY,5,-0,,None,None,None,0,0,1,Sweden,Europe,1
2017,SOCIAL SCIENCE HISTORY,1,1,1,NA,5,5,NA,5,ELECTORAL GOVERNANCE;  UNITED-STATES;  DEMOCRATIZATION;  DEMOCRACY;  PARTIES;  CORRUPTION;  ARGENTINA;  QUALITY;  SYSTEMS;  EUROPE,ARGENTINA,CORRUPTION,DEMOCRACY,10,-0,,None,None,None,0,0,1,Sweden,Europe,0
2018,ECONOMIC HISTORY REVIEW,1,3,2.3333333333333335,1.5275252316519465,40,13.333333333333332,16.289055630494154,32,INCOME INEQUALITY;  PROBATE RECORDS;  UNITED-STATES;  NEW-ENGLAND;  TRENDS;  CURVE; ORGANIZATIONAL FORM;  CORPORATE DEMAND;  RISK-MANAGEMENT;  REINSURANCE;  MARKET;  SPAIN;  STRATEGIES;  COMPANIES;  SWEDEN; WHITEHALL-II;  ABSENCE;  MORTALITY;  HEALTH;  COHORT;  GAZEL,ABSENCE,COHORT,COMPANIES,21,-0,,None,None,None,0,0,2,Sweden,Europe,6
2018,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,0,0,NA,0,TOP INCOMES,TOP INCOMES,None,None,1,-0,,None,None,None,0,0,0,Sweden,Europe,1
2018,HISTORICAL METHODS,1,2,2.5,0.7071067811865476,18,9,1.4142135623730951,10,HISTORICAL NATIONAL ACCOUNTS;  ECONOMIC-GROWTH;  SWEDISH; TRADE-OFF;  POPULATION;  INEQUALITY;  FERTILITY;  NUMERACY;  QUALITY;  CENSUS;  FAMILY;  HOUSEHOLD;  SWEDEN,CENSUS,ECONOMIC-GROWTH,FAMILY,13,-0,,None,None,None,0,0,2,Sweden,Europe,2
2019,ECONOMIC HISTORY REVIEW,1,2,1.5,0.7071067811865476,20,10,8.48528137423857,16,ECONOMIC-GROWTH;  UNITED-STATES;  INEQUALITY;  ORIGINS;  LANDOWNERSHIP;  DEMOCRACY;  SCHOOLS; SOUTHERN SWEDEN;  AGRICULTURAL REVOLUTION;  REAL WAGES;  MALTHUS;  STAGNATION;  FERTILITY;  STANDARDS;  DYNAMICS;  ENGLAND;  EUROPE,AGRICULTURAL REVOLUTION,DEMOCRACY,DYNAMICS,17,-0,,None,None,None,0,0,2,Sweden,Europe,0
2019,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,4,1.75,0.5,21,5.25,2.8722813232690143,9,MARITAL FERTILITY;  CAPE COLONY;  POPULATION;  DECLINE;  SWEDEN;  PRUSSIA; UNITED-STATES;  STRIKES;  OUTCOMES;  CANADA;  UNIONS;  WAR; INDUSTRIAL-REVOLUTION;  GREAT DIVERGENCE;  STOCK-MARKET;  IRELAND;  ECONOMY;  DECLINE;  TRADE;  UK; STRUCTURAL-CHANGE;  INEQUALITY;  TRENDS,DECLINE,CANADA,CAPE COLONY,23,-0,,None,None,None,0,1,4,Sweden,Europe,0
2019,EXPLORATIONS IN ECONOMIC HISTORY,1,2,2,1.4142135623730951,31,15.5,7.7781745930520225,21,ECONOMIC-GROWTH;  SOCIAL SAVINGS;  INDUSTRY;  LOCATION;  IMPACT;  TRADE;  INTEGRATION;  BRITAIN;  ROADS; INTERGENERATIONAL OCCUPATIONAL-MOBILITY;  UNITED-STATES;  ECONOMIC OUTCOMES;  GREAT-BRITAIN;  LABOR-MARKET;  SOCIOECONOMIC MOBILITY;  WEALTH-ACCUMULATION;  SELF-SELECTION;  MIGRANTS;  EARNINGS,BRITAIN,EARNINGS,ECONOMIC OUTCOMES,19,-0,,None,None,None,0,0,1,Sweden,Europe,1
2019,HISTORICAL METHODS,1,2,3.5,0.7071067811865476,11,5.5,6.363961030678928,10,DETERMINANTS;  DEMOCRACY; ARCHAEOLOGY,DEMOCRACY,ARCHAEOLOGY,DETERMINANTS,3,-0,,None,None,None,0,0,2,Sweden,Europe,1
2019,SOCIAL SCIENCE HISTORY,1,1,1,NA,6,6,NA,6,EUGENICS;  WELFARE;  STATE;  WORLD;  STERILIZATION;  POLITICS;  SWEDEN,POLITICS,STATE,STERILIZATION,7,-0,,None,None,None,0,0,0,Sweden,Europe,2
2020,ECONOMIC HISTORY REVIEW,1,3,2,0,49,16.333333333333332,25.69695182961071,46,ENGLAND;  CONSUMPTION;  REVOLUTION; INDUSTRIAL-REVOLUTION;  WOMENS WORK;  PLACE;  ECONOMY;  MARKET; ECONOMIC-GROWTH;  STRUCTURAL-CHANGE;  POPULATION;  STAGNATION,CONSUMPTION,ECONOMY,MARKET,12,-0,,None,None,None,0,0,1,Sweden,Europe,0
2020,ECONOMIC MODELLING,0,1,3,NA,69,69,NA,69,ENERGY DEMAND;  CHANGE ADAPTATION;  CONSUMPTION;  IMPACTS;  PRICE;  ENDOGENEITY;  SENSITIVITY;  MORTALITY;  CHOICE;  INCOME,CHANGE ADAPTATION,CHOICE,CONSUMPTION,10,-0,,None,None,None,0,0,1,Sweden,Europe,2
2020,HISTORICAL METHODS,1,1,1,NA,2,2,NA,2,COHORT PARITY ANALYSIS;  MARITAL FERTILITY;  UNITED-STATES;  SOCIOECONOMIC-STATUS;  POPULATION;  TRANSITION;  DECLINE;  SWEDEN;  TRENDS;  DIFFERENTIALS,DECLINE,DIFFERENTIALS,MARITAL FERTILITY,10,-0,,None,None,None,0,1,1,Sweden,Europe,0
2020,SOCIAL SCIENCE HISTORY,1,1,1,NA,1,1,NA,1,PARENTAL LEAVE;  HOUSEHOLD PRODUCTION;  LABOR;  RESOURCES;  FAMILY;  DISCRIMINATION;  PARTNERS;  DIVISION;  POLICY,DISCRIMINATION,DIVISION,FAMILY,9,-0,,None,None,None,0,0,1,Sweden,Europe,2
2021,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2021,EXPLORATIONS IN ECONOMIC HISTORY,1,1,3,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Sweden,Europe,0
2022,ECONOMIC HISTORY REVIEW,1,4,2.25,0.9574271077563381,15,5,3.605551275463989,8,INFANT-MORTALITY;  INTERGENERATIONAL PERSISTENCE;  SOCIOECONOMIC INEQUALITIES;  INCOME MOBILITY;  ADULT MORTALITY;  DECLINE;  TRANSITION;  HEALTH;  DEATH;  MONEY; ASYMMETRIC INFORMATION;  MARKETS;  ECONOMY;  MINERS;  THRIFT;  RATES,ADULT MORTALITY,DEATH,DECLINE,16,-0,,None,None,None,0,0,1,Sweden,Europe,3
2022,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,2.5,0.7071067811865476,8,4,1.4142135623730951,5,EXHAUSTIBLE NATURAL RESOURCES;  GENUINE SAVINGS;  INTERGENERATIONAL EQUITY;  NATIONAL PRODUCT;  GROWTH;  INDICATOR;  SWEDEN;  WEALTH;  INCOME;  AGE; UNITED-STATES;  TAXATION;  FINANCE;  SWEDEN;  SYSTEM,SWEDEN,AGE,FINANCE,15,-0,,None,None,None,0,0,1,Sweden,Europe,5
2022,EXPLORATIONS IN ECONOMIC HISTORY,1,2,3,0,3,1.5,2.1213203435596424,3,CONFLICT;  POWER;  COMPROMISE;  OUTCOMES;  CANADA;  UNIONS;  US,CANADA,COMPROMISE,OUTCOMES,7,-0,,None,None,None,0,0,1,Sweden,Europe,1
2022,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,2,NA,0,0,NA,0,2ND-WORLD-WAR,2ND-WORLD-WAR,None,None,1,-0,,None,None,None,0,0,1,Sweden,Europe,0
2022,SOCIAL SCIENCE HISTORY,1,1,4,NA,0,0,NA,0,CHILD LABOR;  TECHNOLOGICAL-CHANGE;  WAGE INEQUALITY;  ECONOMIC-GROWTH;  MERCHANT-MARINE;  SWEDISH;  DECLINE;  FUTURE;  JOBS;  SEA,DECLINE,ECONOMIC-GROWTH,FUTURE,10,-0,,None,None,None,0,0,0,Sweden,Europe,1
